10,0,0,0,0,0,0,0,0,0,0,0,
0.8,0.3,0.01,0,0,0,0,0,0,0,0,0,
0.8,1.9,0.01,0,0,0,0,0,0,0,0,0,
0.8,0.3,0.05,0,0,0,0,0,0,0,0,0,
0.8,1.9,0.05,0,0,0,0,0,0,0,0,0,
0.8,0.3,0.1,0,0,0,0,0,0,0,0,0,
0.8,1.9,0.1,0,0,0,0,0,0,0,0,0,
0.8,0.3,0.2,0,0,0,0,0,0,0,0,0,
0.8,1.9,0.2,0,0,0,0,0,0,0,0,0,
0.8,0.3,0.3,0,0,0,0,0,0,0,0,0,
0.8,1.9,0.3,0,0,0,0,0,0,0,0,0,
5.73,10,15,20,25,30,35,40,50,60,90,120,
0.054098,0.056393,0.053825,0.054876,0.063057,0.071512,0.067662,0.072932,0.081214,0.046639,0.05202,0.051009,
0.19201,0.2038,0.16784,0.25512,0.25207,0.29866,0.33615,0.37709,0.12799,0.091189,0.15693,0.11275,
0.044629,0.047689,0.056159,0.031266,0.029322,0.029224,0.030623,0.029903,0.030256,0.030126,0.032276,0.029844,
0.35232,0.38903,0.42252,0.50485,0.23561,0.27336,0.27231,0.26618,0.23806,0.23086,0.22456,0.21975,
0.056831,0.064238,0.069702,0.033291,0.032723,0.032616,0.03174,0.031844,0.031571,0.030836,0.030347,0.030688,
0.23381,0.2969,0.07104,0.044785,0.041739,0.030498,0.028777,0.032709,0.037085,0.040017,0.048764,0.073173,
0.033579,0.046919,0.048588,0.049171,0.049767,0.050868,0.051099,0.051107,0.051041,0.051141,0.052097,0.052918,
0.37649,0.41072,0.13548,0.1178,0.118,0.11583,0.11525,0.11482,0.11591,0.11459,0.11244,0.1118,
0.039845,0.046356,0.047864,0.047478,0.046858,0.046455,0.0463,0.0459,0.045559,0.04551,0.04555,0.04546,
0.49559,0.22498,0.20509,0.19382,0.18845,0.18609,0.18363,0.18324,0.18279,0.1818,0.18134,0.18387,
0.26301,0.26088,0.26309,0.26221,0.25541,0.24844,0.2516,0.24729,0.24219,0.27408,0.26855,0.26954,
1.8688,1.8579,1.8887,1.8157,1.8183,1.7799,1.7493,1.716,1.9505,1.9926,1.9401,1.9686,
0.24536,0.24252,0.23694,0.27087,0.27488,0.27507,0.27269,0.27383,0.27331,0.27349,0.27076,0.27387,
1.6127,1.5784,1.5495,1.4896,1.8332,1.7898,1.7915,1.8012,1.8227,1.8335,1.8424,1.849,
0.21385,0.20704,0.20238,0.26644,0.26777,0.268,0.26987,0.26965,0.27019,0.27173,0.27291,0.27227,
1.5994,1.552,2.01,2.0376,2.045,2.0717,2.0757,2.067,2.0584,2.0527,2.0371,2.0217,
0.29888,0.25857,0.25319,0.25137,0.24958,0.24647,0.24584,0.24581,0.246,0.24572,0.24348,0.24164,
1.1713,1.1394,1.7003,1.7121,1.7115,1.7177,1.7194,1.7206,1.7177,1.7212,1.7331,1.7428,
0.28982,0.27323,0.26759,0.26902,0.27141,0.27304,0.27366,0.27534,0.27729,0.27751,0.27737,0.27775,
0.99935,1.6681,1.7411,1.7816,1.8007,1.809,1.8176,1.819,1.8205,1.8239,1.8255,1.8178,
0.019214,0.02598,0,0.0011003,0.011213,0.014381,0.0062845,0.0072478,0.0076388,0.010799,0.0087244,0.0090167,
0.0071344,0.015106,0,0.018144,0.0086638,0.010918,0.010651,0.010564,0.012788,0.015988,0.013066,0.014348,
0.011297,0.031871,0.040206,0.041684,0.046926,0.047147,0.044573,0.045703,0.045249,0.045394,0.043576,0.045591,
0.1455,0.11746,0.062373,0.055086,0.049416,0.042153,0.042423,0.043821,0.046612,0.048001,0.049023,0.04971,
0.099217,0.13023,0.08242,0.091399,0.093393,0.093731,0.096323,0.096032,0.096727,0.098754,0.10038,0.099654,
0.076257,0.10486,0.098528,0.10414,0.10567,0.11099,0.11179,0.11017,0.10868,0.10776,0.10542,0.1035,
0.27462,0.19439,0.18377,0.18024,0.17685,0.17111,0.16998,0.16994,0.17029,0.16978,0.16623,0.16346,
0.20721,0.14929,0.15119,0.15377,0.15361,0.15526,0.1557,0.15601,0.15528,0.15617,0.15984,0.16315,
0.32233,0.28783,0.27574,0.2788,0.28394,0.28747,0.28882,0.29251,0.29714,0.29763,0.29735,0.29815,
0.19443,0.2261,0.25069,0.26392,0.27007,0.2727,0.27541,0.27584,0.2763,0.27736,0.27786,0.27568,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
0.01,0.02,0.00,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01
0.15,0.12,0.06,0.06,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05
0.08,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.10
0.21,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.20
0.19,0.23,0.25,0.26,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.30
,,,,,,,,,,,,
0.02,0.03,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.03,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05
0.10,0.13,0.08,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10
0.27,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.20
0.32,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.30,0.30,0.30,0.30,0.30
