10,0,0,0,0,0,0,0,0,,
0.001358,0.00086099,0.10012,0,0,0,0,0,0,,
0.00078517,0.00035191,0.07276,0,0,0,0,0,0,,
0.00085343,0.00065234,0.077245,0,0,0,0,0,0,,
0.0012068,0.0011834,0.16065,0,0,0,0,0,0,,
0.0011937,0.00055763,0.067737,0,0,0,0,0,0,,
0.0011801,0.00066605,0.094713,0,0,0,0,0,0,,
0.0012386,0.00088433,0.11654,0,0,0,0,0,0,,
0.00064208,0.00068093,0.17832,0,0,0,0,0,0,,
0.00082772,0.00064251,0.11037,0,0,0,0,0,0,,
0.00064567,0.00056535,0.12691,0,0,0,0,0,0,,
0.000993127,0.000704544,0.1105365,,,,,,,,
5.657,6.8667,14.7,19.75,30,45,60,75,90,,
0.0015427,0.0015303,0.0016712,0.0018903,0.0013982,0.0013923,0.0013845,0.0013693,0.0013623,,
0.00083763,0.00082168,0.00075212,0.00085519,0.0010305,0.00070324,0.00068871,0.00068033,0.00067125,,
0.00089968,0.00086971,0.00092954,0.001123,0.00076271,0.00071567,0.00071072,0.00070107,0.00071085,,
0.0016857,0.0017475,0.0019618,0.0013793,0.0014179,0.0014776,0.0014687,0.0014705,0.0014801,,
0.0011993,0.0012222,0.0013308,0.0014553,0.0011236,0.0011215,0.0011326,0.0011404,0.0011493,,
0.0011033,0.0011544,0.0012999,0.00090246,0.00089096,0.0011319,0.0013013,0.0013387,0.0013504,,
0.0014712,0.0015434,0.0017936,0.0012437,0.0014385,0.0014494,0.0014675,0.0014828,0.0014921,,
0.00085911,0.00085376,0.0009839,0.00073038,0.00071413,0.00069916,0.00069007,0.00068692,0.00068382,,
0.00084196,0.00086297,0.0010117,0.0007611,0.00071272,0.00069757,0.00067253,0.00066525,0.00065994,,
0.00082146,0.0008273,0.00095149,0.00071168,0.00070833,0.00068201,0.00068885,0.00069761,0.00070042,,
0.00062845,0.0006357,0.00057435,0.00048017,0.00079385,0.00079849,0.00080405,0.00081457,0.0008194,,
0.00026799,0.00027733,0.0003088,0.00026458,0.00019435,0.00037833,0.00038922,0.00039487,0.00040078,,
0.00053261,0.0005502,0.00052307,0.00043991,0.00067165,0.00070858,0.00071213,0.00071471,0.00071209,,
0.00076213,0.00072585,0.0006287,0.0011986,0.0011496,0.0010893,0.001098,0.0010962,0.0010875,,
0.0004851,0.00047167,0.00042244,0.00036891,0.0005905,0.00059215,0.00058434,0.00057917,0.00057347,,
0.00059425,0.00056428,0.00049831,0.00091109,0.00093059,0.00070325,0.00057963,0.00055475,0.00054708,,
0.00071119,0.00066887,0.00055542,0.0010623,0.00085708,0.00084779,0.00083311,0.00082145,0.00081464,,
0.00043575,0.00043889,0.00037989,0.00061471,0.00063885,0.00065689,0.00066704,0.00067029,0.00067335,,
0.00054307,0.00053074,0.0004633,0.00067626,0.00072868,0.00074386,0.00076863,0.00077617,0.00078108,,
0.00040406,0.00040063,0.00034432,0.00055901,0.00056295,0.00059117,0.00058441,0.00057694,0.00057458,,
NaN,NaN,NaN,NaN,0.081992,0.083134,0.084253,0.086172,0.087006,,
NaN,NaN,NaN,NaN,NaN,0.068114,0.072699,0.07459,0.07638,,
NaN,NaN,NaN,NaN,0.067123,0.077391,0.078178,0.078522,0.078195,,
NaN,NaN,NaN,0.1896,0.17496,0.16061,0.16258,0.16217,0.16045,,
NaN,NaN,NaN,NaN,0.081063,0.081606,0.0795,0.078283,0.077057,,
NaN,NaN,NaN,0.18808,0.19708,0.12842,0.095549,0.089218,0.087311,,
NaN,NaN,NaN,0.18409,0.11953,0.11707,0.11352,0.11101,0.10964,,
NaN,NaN,NaN,0.13338,0.14792,0.15645,0.16066,0.16187,0.16292,,
NaN,NaN,NaN,0.098445,0.12114,0.12654,0.13457,0.13698,0.13833,,
NaN,NaN,NaN,0.13248,0.13477,0.14853,0.14569,0.14311,0.14233,,
,,,,,,,,,,
0.001126204,0.001143322,0.001268605,0.001105241,0.001019755,0.001007035,0.001020548,0.001023288,0.001026048,,
0.00053646,0.000526416,0.00046986,0.000657554,0.00071181,0.000710981,0.000702056,0.000699912,0.000698397,,
#DIV/0!,#DIV/0!,#DIV/0!,0.154345833,0.125064222,0.1147865,0.1127199,0.1121925,0.1119619,,
